Subject,Year,Session,ExamType,PaperNumber,PDF_Link
General Surgery,2022,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Thoracic Surgery Paper2.pdf
General Surgery,2022,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Thoracic Surgery Paper1.pdf
General Surgery,2022,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Surgical Oncology Paper3.pdf
General Surgery,2022,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Surgical Oncology Paper2.pdf
General Surgery,2022,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Surgical Oncology Paper1.pdf
Gastroenterology,2022,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Surgical Gastroenterology Paper3.pdf
Gastroenterology,2022,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Surgical Gastroenterology Paper2.pdf
Gastroenterology,2022,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Surgical Gastroenterology Paper1.pdf
Pulmonology,2022,June,DNB,4,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Respiratory Medicine Paper4.pdf
Pulmonology,2022,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Respiratory Medicine Paper3.pdf
Pulmonology,2022,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Respiratory Medicine Paper2.pdf
Pulmonology,2022,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Respiratory Medicine Paper1.pdf
Radiology,2022,June,DNB,4,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Radio Diagnosis Paper4.pdf
Radiology,2022,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Radio Diagnosis Paper3.pdf
Radiology,2022,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Radio Diagnosis Paper2.pdf
Radiology,2022,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Radio Diagnosis Paper1.pdf
Radiation Oncology,2022,June,DNB,4,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Radiation Oncology Paper4.pdf
Radiation Oncology,2022,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Radiation Oncology Paper3.pdf
Radiation Oncology,2022,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Radiation Oncology Paper2.pdf
Radiation Oncology,2022,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Radiation Oncology Paper1.pdf
Psychiatry,2022,June,DNB,4,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Psychiatry Paper4.pdf
Psychiatry,2022,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Psychiatry Paper3.pdf
Psychiatry,2022,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Psychiatry Paper2.pdf
Psychiatry,2022,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Psychiatry Paper1.pdf
Plastic and Reconstructive Surgery direct 6 years course,2022,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Plastic and Reconstructive Surgery direct 6 years course Paper2.pdf
Plastic and Reconstructive Surgery direct 6 years course,2022,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Plastic and Reconstructive Surgery direct 6 years course Paper1.pdf
Plastic and Reconstructive Surgery,2022,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Plastic and Reconstructive Surgery Paper3.pdf
Plastic and Reconstructive Surgery,2022,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Plastic and Reconstructive Surgery Paper2.pdf
Plastic and Reconstructive Surgery,2022,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Plastic and Reconstructive Surgery Paper1.pdf
Physiology,2022,June,DNB,4,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Physiology Paper4.pdf
Physiology,2022,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Physiology Paper3.pdf
Physiology,2022,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Physiology Paper2.pdf
Physiology,2022,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Physiology Paper1.pdf
Orthopedics,2022,June,DNB,4,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Physical Medicine and Rehabilitation Paper4.pdf
Orthopedics,2022,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Physical Medicine and Rehabilitation Paper3.pdf
Orthopedics,2022,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Physical Medicine and Rehabilitation Paper2.pdf
Pharmacology,2022,June,DNB,4,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Pharmacology Paper4.pdf
Pharmacology,2022,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Pharmacology Paper3.pdf
Pharmacology,2022,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Pharmacology Paper2.pdf
Pharmacology,2022,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Pharmacology Paper1.pdf
Pathology,2022,June,DNB,4,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Pathology Paper4.pdf
Pathology,2022,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Pathology Paper3.pdf
Pathology,2022,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Pathology Paper2.pdf
Pathology,2022,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Pathology Paper1.pdf
Pediatrics,2022,June,DNB,4,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Paediatrics Paper4.pdf
Pediatrics,2022,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Paediatrics Paper3.pdf
Pediatrics,2022,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Paediatrics Paper2.pdf
Pediatrics,2022,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Paediatrics Paper1.pdf
General Surgery,2022,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Paediatric Surgery Paper3.pdf
General Surgery,2022,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Paediatric Surgery Paper2.pdf
General Surgery,2022,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Paediatric Surgery Paper1.pdf
General Surgery,2022,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Paediatric Surgery Direct 6 years Paper2.pdf
General Surgery,2022,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Paediatric Surgery Direct 6 years Paper1.pdf
Paediatric Cardiology,2022,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Paediatric Cardiology Paper3.pdf
Paediatric Cardiology,2022,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Paediatric Cardiology Paper2.pdf
Paediatric Cardiology,2022,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Paediatric Cardiology Paper1.pdf
PAEDIATRIC CRITICAL CARE,2022,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB PAEDIATRIC CRITICAL CARE Paper3.pdf
PAEDIATRIC CRITICAL CARE,2022,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB PAEDIATRIC CRITICAL CARE Paper2.pdf
PAEDIATRIC CRITICAL CARE,2022,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB PAEDIATRIC CRITICAL CARE Paper1.pdf
ENT,2022,June,DNB,4,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Otorhinolaryngology ENT Paper4.pdf
ENT,2022,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Otorhinolaryngology ENT Paper3.pdf
ENT,2022,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Otorhinolaryngology ENT Paper2.pdf
ENT,2022,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Otorhinolaryngology ENT Paper1.pdf
Orthopedics,2022,June,DNB,4,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Orthopaedics Paper4.pdf
Orthopedics,2022,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Orthopaedics Paper3.pdf
Orthopedics,2022,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Orthopaedics Paper2.pdf
Orthopedics,2022,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Orthopaedics Paper1.pdf
Ophthalmology,2022,June,DNB,4,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Ophthalmology Paper4.pdf
Ophthalmology,2022,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Ophthalmology Paper3.pdf
Ophthalmology,2022,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Ophthalmology Paper2.pdf
Ophthalmology,2022,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Ophthalmology Paper1.pdf
Obstetrics & Gynecology,2022,June,DNB,4,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Obstetrics and Gynaecology Paper4.pdf
Obstetrics & Gynecology,2022,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Obstetrics and Gynaecology Paper3.pdf
Obstetrics & Gynecology,2022,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Obstetrics and Gynaecology Paper2.pdf
Obstetrics & Gynecology,2022,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Obstetrics and Gynaecology Paper1.pdf
Radiology,2022,June,DNB,4,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Nuclear Medicine Paper4.pdf
Radiology,2022,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Nuclear Medicine Paper3.pdf
Radiology,2022,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Nuclear Medicine Paper2.pdf
Radiology,2022,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Nuclear Medicine Paper1.pdf
Neurology,2022,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Neurology Paper3.pdf
Neurology,2022,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Neurology Paper2.pdf
Neurology,2022,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Neurology Paper1.pdf
Neuro Surgery,2022,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Neuro Surgery Paper3.pdf
Neuro Surgery,2022,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Neuro Surgery Paper2.pdf
Neuro Surgery,2022,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Neuro Surgery Paper1.pdf
Neuro Surgery Direct 6 years course,2022,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Neuro Surgery Direct 6 years course Paper2.pdf
Neuro Anaesthesia,2022,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Neuro Anaesthesia Paper3.pdf
Neuro Anaesthesia,2022,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Neuro Anaesthesia Paper2.pdf
Neuro Anaesthesia,2022,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Neuro Anaesthesia Paper1.pdf
Nephrology,2022,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Nephrology Paper3.pdf
Nephrology,2022,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Nephrology Paper2.pdf
Nephrology,2022,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Nephrology Paper1.pdf
Pediatrics,2022,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Neonatology Paper3.pdf
Pediatrics,2022,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Neonatology Paper2.pdf
Pediatrics,2022,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Neonatology Paper1.pdf
Microbiology,2022,June,DNB,4,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Microbiology Paper4.pdf
Microbiology,2022,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Microbiology Paper3.pdf
Microbiology,2022,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Microbiology Paper2.pdf
Microbiology,2022,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Microbiology Paper1.pdf
General Medicine,2022,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Medical Oncology Paper3.pdf
General Medicine,2022,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Medical Oncology Paper2.pdf
General Medicine,2022,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Medical Oncology Paper1.pdf
Medical Genetics,2022,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Medical Genetics Paper3.pdf
Medical Genetics,2022,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Medical Genetics Paper2.pdf
Medical Genetics,2022,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Medical Genetics Paper1.pdf
Medical Gastroenterology,2022,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Medical Gastroenterology Paper3.pdf
Medical Gastroenterology,2022,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Medical Gastroenterology Paper2.pdf
Medical Gastroenterology,2022,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Medical Gastroenterology Paper1.pdf
Pathology,2022,June,DNB,4,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Immunohematology and Blood Transfusion Paper4.pdf
Pathology,2022,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Immunohematology and Blood Transfusion Paper3.pdf
Pathology,2022,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Immunohematology and Blood Transfusion Paper2.pdf
Immunohematology and Blood,2022,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Immunohematology and Blood Paper1.pdf
Radiology,2022,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB INTERVENTIONAL RADIOLOGY Paper3.pdf
Radiology,2022,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB INTERVENTIONAL RADIOLOGY Paper2.pdf
Radiology,2022,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB INTERVENTIONAL RADIOLOGY Paper1.pdf
Hospital Administration,2022,June,DNB,4,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Hospital Administration Paper4.pdf
Hospital Administration,2022,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Hospital Administration Paper3.pdf
Hospital Administration,2022,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Hospital Administration Paper2.pdf
Hospital Administration,2022,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Hospital Administration Paper1.pdf
General Surgery,2022,June,DNB,4,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB General Surgery Paper4.pdf
General Surgery,2022,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB General Surgery Paper3.pdf
General Surgery,2022,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB General Surgery Paper2.pdf
General Surgery,2022,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB General Surgery Paper1.pdf
General Medicine,2022,June,DNB,4,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB General Medicine Paper4.pdf
General Medicine,2022,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB General Medicine Paper3.pdf
General Medicine,2022,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB General Medicine Paper2.pdf
General Medicine,2022,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB General Medicine Paper1.pdf
Obstetrics & Gynecology,2022,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB GYNAECOLOGICAL ONCOLOGY Paper3.pdf
Obstetrics & Gynecology,2022,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB GYNAECOLOGICAL ONCOLOGY Paper2.pdf
Obstetrics & Gynecology,2022,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB GYNAECOLOGICAL ONCOLOGY Paper1.pdf
Forensic Medicine,2022,June,DNB,4,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Forensic Medicine Paper4.pdf
Forensic Medicine,2022,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Forensic Medicine Paper3.pdf
Forensic Medicine,2022,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Forensic Medicine Paper2.pdf
Forensic Medicine,2022,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Forensic Medicine Paper1.pdf
Field Epidemiology,2022,June,DNB,4,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Field Epidemiology Paper4.pdf
Field Epidemiology,2022,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Field Epidemiology Paper3.pdf
Field Epidemiology,2022,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Field Epidemiology Paper2.pdf
Field Epidemiology,2022,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Field Epidemiology Paper1.pdf
Family Medicine,2022,June,DNB,4,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Family Medicine Paper4.pdf
Family Medicine,2022,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Family Medicine Paper3.pdf
Family Medicine,2022,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Family Medicine Paper2.pdf
Family Medicine,2022,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Family Medicine Paper1.pdf
Endocrinology,2022,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Endocrinology Paper3.pdf
Endocrinology,2022,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Endocrinology Paper2.pdf
Endocrinology,2022,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Endocrinology Paper1.pdf
Emergency Medicine,2022,June,DNB,4,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Emergency Medicine Paper4.pdf
Emergency Medicine,2022,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Emergency Medicine Paper3.pdf
Emergency Medicine,2022,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Emergency Medicine Paper2.pdf
Emergency Medicine,2022,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Emergency Medicine Paper1.pdf
Dermatology,2022,June,DNB,4,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Dermatology Venereology and Leprosy Paper4.pdf
Dermatology,2022,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Dermatology Venereology and Leprosy Paper3.pdf
Dermatology,2022,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Dermatology Venereology and Leprosy Paper2.pdf
Dermatology,2022,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/JUN22/DNB Dermatology Venereology and Leprosy Paper1.pdf
